,Titres,Format Prix,Evaluations (sur 5),Nombre d'évaluations,Liens
71,"LE RÉGIME ANTI-INFLAMMATOIRE: Programme de 10 semaines et plus de 200 recettes de guérison pour lutter contre l'inflammation et renforcer votre système immunitaire, du petit-déjeuner au dîner","['Broché 15,81€€', 'Format Kindle 7,97€€']","3,6",15,https://www.amazon.fr//R%C3%89GIME-ANTI-INFLAMMATOIRE-linflammation-immunitaire-petit-d%C3%A9jeuner/dp/B08W7SQGCG/ref=sr_1_110?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-110
72,Cuisine facile et rapide avec la friteuse à air: 100 Recettes rapides et faciles : Recettes simples et saines pour tous les jours ; Recettes saines et rapides (Livre de recettes friteuse sans huile),"['Broché 9,95€€', 'Format Kindle 3,99€€']","4,0",140,https://www.amazon.fr//Cuisine-facile-rapide-avec-friteuse-ebook/dp/B07VLRQLWF/ref=sr_1_111?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-111
73,Les recettes minceur de la coach des stars,"['Broché 15,55€€']","3,8",38,https://www.amazon.fr//recettes-minceur-coach-stars/dp/0615137520/ref=sr_1_112?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-112
74,"Mon Carnet de recettes: Livre de recettes à écrire | Carnet personnalisé pour 50 recettes de cuisine à remplir | 2 pages par recette |Grand Format 21,59 cm x 27,94 cm [ Idée cadeau à offrir","['Broché 6,99€€']","4,8",23,https://www.amazon.fr//Mon-Carnet-recettes-personnalis%C3%A9-cuisine/dp/B08992BD7F/ref=sr_1_113?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-113
75,"MES 100 RECETTES CUISINE RAPIDE MINCEUR - A compléter, cuisiner et savourer: Livre de recettes à écrire soi-même I Carnet & Cahier I Idée cadeau I ... I Maigrir I Mincir I Perdre du poid I","['Broché 9,40€€']","1,0",1,https://www.amazon.fr//MES-RECETTES-CUISINE-RAPIDE-MINCEUR/dp/B08BWFVXZL/ref=sr_1_114?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-114
76,Mes petites recettes magiques aux protéines végétales,"['Broché 6,00€€', 'Format Kindle 4,99€€', 'Poche 6,00€€']","4,1",57,https://www.amazon.fr//Petites-Recettes-aux-Proteines-Vegetales/dp/B079F9D91T/ref=sr_1_115?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-115
77,Carnet suivi perte de poids | Fitness Edition - 365 jours suivi simple et efficace : Suivre chaque jour l’évolution de vos objectifs minceur ou santé,"['Broché 6,93€€']","3,9",3,https://www.amazon.fr//Carnet-suivi-perte-poids-Fitness/dp/B08HGNS644/ref=sr_1_116?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-116
78,Les soupes minceur,"['Broché 14,90€€']","3,5",2,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A0556997VDYLSCU7TF07&url=%2Fsoupes-minceur-Philippe-Chavanne%2Fdp%2F2359345575%2Fref%3Dsr_1_117_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618574879%26sr%3D8-117-spons%26psc%3D1&qualifier=1618574879&id=2087424490135203&widgetName=sp_mtf
79,"Tout faire soi-même cuisine - DIY gourmand et zéro déchet : recettes pour faire du pain, du fromage, des yaourts, de la bière, du kéfir","['Broché 9,95€€']","4,5",57,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A0145027377S6BXGTD9P9&url=%2FCuisine-faire-soi-m%25C3%25AAme-Rapha%25C3%25ABle-VIDALING%2Fdp%2FB0766C82H1%2Fref%3Dsr_1_118_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618574879%26sr%3D8-118-spons%26psc%3D1&qualifier=1618574879&id=2087424490135203&widgetName=sp_mtf
80,Le régime DASH,"['Broché 14,90€€']","3,8",39,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A0549785CTHEXVNE1QVC&url=%2Fr%25C3%25A9gime-DASH-Michel-Brack%2Fdp%2F2359345079%2Fref%3Dsr_1_119_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618574879%26sr%3D8-119-spons%26psc%3D1&qualifier=1618574879&id=2087424490135203&widgetName=sp_mtf
81,"Régime Cétogène: Le Guide Complet pour Perdre du Poids, Améliorer votre Mode de Vie Grâce à un Plan Alimentaire Comprenant des Recettes à IG Bas que vous Pourrez Combiner avec le Jeûne Intermittent","['Format Kindle 5,99€€', 'Broché 13,61€€']","4,5",15,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A00500992K18Q98JCLTCE&url=%2FR%25C3%25A9gime-C%25C3%25A9tog%25C3%25A8ne-Alimentaire-Comprenant-Intermittent%2Fdp%2FB08DSSZFV3%2Fref%3Dsr_1_120_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618574879%26sr%3D8-120-spons%26psc%3D1&qualifier=1618574879&id=2087424490135203&widgetName=sp_mtf
82,"MES 100 RECETTES de CUISINE MINDEUR A compléter, cuisiner et savoure: Livre de recettes à écrire soi-même I Carnet du Fait MaisonI DIY I Cétogène I ... II Batch Cooking I Vegan I Végétarien","['Broché 9,38€€']",None,None,https://www.amazon.fr//RECETTES-CUISINE-MINDEUR-compl%C3%A9ter-cuisiner/dp/B08BDZ2HFB/ref=sr_1_121?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-121
83,"Le régime végétarien: une alimentation saine, gourmande et équilibrée","['Broché 19,95€€', 'Format Kindle 14,99€€']","3,9",8,https://www.amazon.fr//r%C3%A9gime-v%C3%A9g%C3%A9tarien-alimentation-gourmande-%C3%A9quilibr%C3%A9e/dp/2017089133/ref=sr_1_122?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-122
84,L'assiette de bébé: Conseils pratiques et recettes d'une Naturopathe,"['Broché 19,95€€', 'Format Kindle 14,99€€']","4,3",38,https://www.amazon.fr//Lassiette-b%C3%A9b%C3%A9-Conseils-pratiques-Naturopathe/dp/2016258098/ref=sr_1_123?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-123
85,Mon guide alimentaire: Journal de suivi Nutritionnel sur 3 mois à compléter | Avec nos Conseils d’Experts en Nutrition,"['Broché 8,99€€']","3,0",1,https://www.amazon.fr//Mon-guide-alimentaire-Nutritionnel-compl%C3%A9ter/dp/B08W3M9TMG/ref=sr_1_124?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-124
86,Recettes: 25 recettes de cookies faciles et gourmandes (Livre de recettes: biscuits),"['Format Kindle 2,49€€', 'Broché 8,07€€']","2,8",7,https://www.amazon.fr//Recettes-recettes-cookies-gourmandes-biscuits-ebook/dp/B07CNVGCXK/ref=sr_1_125?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-125
87,"La Gourmandise est un Bien Joli Défaut: Fiches de Recettes à compléter | 126 pages (6""x5"") | Cadeau pour Cuisiniers en Herbe et Gourmands en tout genre","['Broché 6,99€€']","4,0",6,https://www.amazon.fr//Gourmandise-est-Bien-Joli-D%C3%A9faut/dp/1070975923/ref=sr_1_126?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-126
88,"Mes Recettes de Jus de Légumes Minceur: Livre recette extracteur de jus a remplir pour detox, jeune, cuisiner simple ou pour le plaisir du gout. ... pour maigrir ou manger léger | 100 recettes","['Broché 6,99€€']",None,None,https://www.amazon.fr//Mes-Recettes-Jus-L%C3%A9gumes-Minceur/dp/B08KQXLW5D/ref=sr_1_127?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-127
89,Les recettes healthy de Margot,"['Format Kindle 10,99€€', 'Broché 19,90€€']","4,4",98,https://www.amazon.fr//recettes-healthy-Margot-MARGOT-biendansmonslip/dp/B07NMNC86R/ref=sr_1_128?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-128
90,"Mes Recettes de Jus de Légumes Minceur: Livre recette extracteur de jus a remplir pour detox, jeune, cuisiner simple ou pour le plaisir du gout. ... pour maigrir ou manger léger | 100 recettes","['Broché 6,99€€']","5,0",1,https://www.amazon.fr//Mes-Recettes-Jus-L%C3%A9gumes-Minceur/dp/B08KQVY7HN/ref=sr_1_129?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-129
91,Ma cuisine légère au quotidien: La meilleure façon de rester mince,"['Broché 14,90€€']","4,2",22,https://www.amazon.fr//Cuisine-l%C3%A9g%C3%A8re-quotidien-meilleure-rester/dp/2081487942/ref=sr_1_130?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-130
92,En 2H je cuisine light pour toute la semaine,"['Broché 19,95€€', 'Format Kindle 14,99€€']","4,3",936,https://www.amazon.fr//cuisine-light-pour-toute-semaine/dp/2017059757/ref=sr_1_131?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-131
93,Les secrets de la cuisine à indice glycémique bas,"['Broché 22,00€€']","4,4",214,https://www.amazon.fr//secrets-cuisine-IG-bas-silhouette/dp/2360982435/ref=sr_1_132?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-132
94,Recettes légères et gourmandes avec Steam up,"['Broché 9,95€€']","4,5",49,https://www.amazon.fr//Recettes-l%C3%A9g%C3%A8res-gourmandes-avec-Steam/dp/2035970210/ref=sr_1_133?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-133
95,Cookéo cuisine du monde (Les petits Moulinex/Seb),"['Broché 9,95€€', 'Format Kindle 7,99€€']","4,6",523,https://www.amazon.fr//Cook%C3%A9o-cuisine-monde-petits-Moulinex-ebook/dp/B07QK7LYJW/ref=sr_1_134?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-134
96,Agenda Minceur 90 Jours: Cahier Minceur à Compléter Chaque Jour | Journal Alimentaire | Carnet de Suivi Alimentaire | Carnet Régime à Compléter sur 90 Jours | 15.24 x 22.86 cm | 99 Pages,"['Broché 6,99€€']",None,None,https://www.amazon.fr//Agenda-Minceur-Jours-Compl%C3%A9ter-Alimentaire/dp/B0915VD39M/ref=sr_1_135?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-135
97,"mon agenda minceur: livre agenda minceur pour 90 jours suivi de regime reequilibrage alimentaire croq,completer la motivation,recette,et menu, ... pour perte de poids maigrir pour regime femme","['Broché 6,10€€']",None,None,https://www.amazon.fr//mon-agenda-minceur-reequilibrage-alimentaire/dp/B08Y9FL7PH/ref=sr_1_136?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-136
98,"Mon planificateur de menus: Organise, suis et planifie tes menus de la semaine : Un journal, carnet de bord, agenda et suivi alimentaire sur 52 ... de courses : Couverture de légumes 2148","['Broché 5,99€€']","4,4",459,https://www.amazon.fr//Mon-planificateur-menus-alimentaire-Couverture/dp/1700812149/ref=sr_1_137?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-137
99,Petit livre de - Minceur express en 140 recettes (LE PETIT LIVRE),"['Format Kindle 1,99€€', 'Broché 6,91€€']","4,2",64,https://www.amazon.fr//Petit-livre-Minceur-express-recettes-ebook/dp/B00I95H5KG/ref=sr_1_138?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-138
100,Mes petites recettes magiques à moins de 300 calories (Mes petites recettes magiques - Poche),"['Poche 6,00€€', 'Format Kindle 4,99€€']","4,1",241,https://www.amazon.fr//petites-recettes-magiques-moins-calories-ebook/dp/B01N6E8HWA/ref=sr_1_139?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-139
101,"DU JUS: 55 recettes de jus de fruits et légumes pour commencer à faire de jus pour perdre du poids, faire des jus pour être en bonne santé, faire un nettoyage naturel grâce à une cure de jus","['Broché 9,48€€', 'Format Kindle 2,99€€']","4,2",53,https://www.amazon.fr//DU-JUS-recettes-commencer-nettoyage-ebook/dp/B01DIKLCUK/ref=sr_1_140?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-140
102,Ma cuisine IG bas - super facile,"['Broché 6,95€€']","4,2",62,https://www.amazon.fr//Ma-cuisine-IG-bas-facile/dp/2263169490/ref=sr_1_141?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-141
103,Le meilleur régime du monde: Le meilleur régime du monde : Dietary Approaches to Stop Hypertension,"['Format Kindle 12,99€€', 'Broché 18,00€€']","4,0",107,https://www.amazon.fr//DASH-meilleur-Dietary-Approaches-Hypertension/dp/B011QKRTIS/ref=sr_1_142?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-142
104,"CYALCA, le cycle d'alternance calorique: Le nouveau jeûne intermittent (fasting), pour perdre du poids, cultiver sa forme, retrouver son équilibre intérieur... (inclus : SEANCES D'HYPNOSE GRATUITES)","['Format Kindle 3,99€€', 'Broché 9,50€€']","4,3",5,https://www.amazon.fr//CYALCA-cycle-dalternance-calorique-intermittent-ebook/dp/B08P919YWS/ref=sr_1_143?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-143
105,Mes Recettes Préférées : Cahier De Recettes Cuisine à Remplir: Livre De Recettes Personnalisé De Mes Recettes Délicieuses | Carnet De Recettes A ... |100 Fiches Recettes XXL à compléter.,"['Broché 3,99€€']","4,6",184,https://www.amazon.fr//Mes-Recettes-Pr%C3%A9f%C3%A9r%C3%A9es-Personnalis%C3%A9-D%C3%A9licieuses/dp/B088N62FS8/ref=sr_1_144?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-144
106,"L'Assiette paléo, 101 recettes spécial force et endurance","['Format Kindle 11,99€€', 'Broché 16,90€€']","4,3",159,https://www.amazon.fr//LAssiette-pal%C3%A9o-recettes-sp%C3%A9cial-endurance/dp/2365491073/ref=sr_1_145?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-145
107,Secrets de santé et minceur du Japon,"['Format Kindle 10,99€€', 'Broché 17,00€€']","4,2",25,https://www.amazon.fr//Secrets-sant%C3%A9-minceur-du-Japon/dp/B01LYFAADV/ref=sr_1_146?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-146
108,Cuisine detox - super facile,"['Format Kindle 4,49€€', 'Broché 6,95€€']","4,3",10,https://www.amazon.fr//Cuisine-detox-facile-Zoe-ARMBRUSTER/dp/2263148973/ref=sr_1_147?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-147
109,"Affirmations, guidances positives et prières: Augmentez votre fréquence de vibration pour utiliser la Loi de l’attraction (La Loi de l'attraction)","['Format Kindle 3,00€€', 'Broché 6,99€€']","4,5",487,https://www.amazon.fr//Affirmations-guidances-positives-pri%C3%A8res-lattraction-ebook/dp/B08F4FVT78/ref=sr_1_148?dchild=1&keywords=livre+recettes+minceur&qid=1618574879&sr=8-148
110,Un ventre plat en 2 semaines avec le régime low carb + 50 recettes,"['Broché 14,90€€']","4,2",4,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A05534853NVGTLG030WEH&url=%2Fventre-plat-semaines-r%25C3%25A9gime-recettes%2Fdp%2F2359344781%2Fref%3Dsr_1_149_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618574879%26sr%3D8-149-spons%26psc%3D1&qualifier=1618574879&id=2087424490135203&widgetName=sp_btf
111,Bowlfood Minceur - Mes petites recettes à index glycémiques bas,"['Broché 14,90€€']","3,7",17,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A05498852YZLWFQYRWK03&url=%2FBowlfood-Minceur-petites-recettes-glyc%25C3%25A9miques%2Fdp%2F2359344749%2Fref%3Dsr_1_150_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618574879%26sr%3D8-150-spons%26psc%3D1&qualifier=1618574879&id=2087424490135203&widgetName=sp_btf
112,Régime Cétogène: Perdre jusqu’à 10kg en quelques jours,"['Broché 7,87€€', 'Format Kindle 2,99€€']","3,2",109,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A026254834VHE5WAX6WDJ&url=%2FR%25C3%25A9gime-C%25C3%25A9tog%25C3%25A8ne-Perdre-jusqu%25C3%25A0-quelques%2Fdp%2F1975650492%2Fref%3Dsr_1_151_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618574879%26sr%3D8-151-spons%26psc%3D1&qualifier=1618574879&id=2087424490135203&widgetName=sp_btf
113,Mon Agenda minceur: objectif 90 jours journal motivant de suivi de regime 100 pages format pratique A5,"['Broché 6,99€€']","3,0",1,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A08406002KUTCSW2IWF9H&url=%2FMon-Agenda-minceur-objectif-motivant%2Fdp%2FB08NTST58K%2Fref%3Dsr_1_152_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618574879%26sr%3D8-152-spons%26psc%3D1&qualifier=1618574879&id=2087424490135203&widgetName=sp_btf
114,"Le Régime Cétogène: Perdez du poids efficacement avec le régime cétogène - inclus un programme de 14 jours, idéal aussi bien pour les débutants que pour les connaisseurs","['Broché 7,95€€', 'Format Kindle 3,95€€']","3,7",392,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A09823072S7BINM3N0QL3&url=%2FR%25C3%25A9gime-C%25C3%25A9tog%25C3%25A8ne-efficacement-programme-connaisseurs%2Fdp%2FB087SN2SSW%2Fref%3Dsr_1_153_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618574879%26sr%3D8-153-spons%26psc%3D1&qualifier=1618574879&id=2087424490135203&widgetName=sp_btf
115,"LE RÉGIME ANTI-INFLAMMATOIRE: Programme de 10 semaines et plus de 200 recettes de guérison pour lutter contre l'inflammation et renforcer votre système immunitaire, du petit-déjeuner au dîner","['Broché 15,81€€', 'Format Kindle 7,97€€']","3,6",15,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A08841553ELT6Y3AH4S2D&url=%2FR%25C3%2589GIME-ANTI-INFLAMMATOIRE-linflammation-immunitaire-petit-d%25C3%25A9jeuner%2Fdp%2FB08W7SQGCG%2Fref%3Dsr_1_154_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618574879%26sr%3D8-154-spons%26psc%3D1&qualifier=1618574879&id=2087424490135203&widgetName=sp_btf
116,Agenda minceur 90 jours - mon suivi alimentaire détaillé: v2-1 Cahier régime | 90 jours pour maigrir | carnet regime à compléter sur 90 jours | 21cm x ... broché | planificateur fond gris anthracite,"['Broché 7,99€€']",None,None,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A08297751Q8OW6YQJ6ONW&url=%2FAgenda-minceur-jours-alimentaire-planificateur%2Fdp%2FB08C94RKBT%2Fref%3Dsr_1_155_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618574879%26sr%3D8-155-spons%26psc%3D1&qualifier=1618574879&id=2087424490135203&widgetName=sp_btf
117,Mincir sainement avec le régime Okinawa: Les secrets pour vivre en forme jusqu’à 100 ans et plus - Inclus 21 recettes minceur,"['Format Kindle 4,99€€', 'Broché 8,99€€']","3,9",104,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A040933810YLKLVJPA4UE&url=%2FMincir-sainement-avec-r%25C3%25A9gime-Okinawa-ebook%2Fdp%2FB01B4MIVXU%2Fref%3Dsr_1_156_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618574879%26sr%3D8-156-spons%26psc%3D1&qualifier=1618574879&id=2087424490135203&widgetName=sp_btf
118,Mon cahier Minceur automne hiver NE cartes,"['Broché 7,90€€']","4,2",43,https://www.amazon.fr//cahier-Minceur-automne-hiver-cartes/dp/2263161708/ref=sr_1_145?dchild=1&keywords=livre+recettes+minceur&qid=1618574880&sr=8-145
119,"100 aliments IG, index glycémique bas, à volonté","['Format Kindle 6,99€€', 'Broché 10,00€€']","4,3",412,https://www.amazon.fr//100-aliments-index-glyc%C3%A9mique-volont%C3%A9/dp/2916878777/ref=sr_1_146?dchild=1&keywords=livre+recettes+minceur&qid=1618574880&sr=8-146
120,Mon cahier minceur printemps-été,"['Broché 7,90€€']","4,4",35,https://www.amazon.fr//cahier-minceur-printemps-%C3%A9t%C3%A9-H%C3%A9l%C3%A8ne-DEFRETIN/dp/226317043X/ref=sr_1_147?dchild=1&keywords=livre+recettes+minceur&qid=1618574880&sr=8-147
121,"Affirmations, guidances positives et prières: Augmentez votre fréquence de vibration pour utiliser la Loi de l’attraction (La Loi de l'attraction)","['Format Kindle 3,00€€', 'Broché 6,99€€']","4,5",487,https://www.amazon.fr//Affirmations-guidances-positives-pri%C3%A8res-lattraction-ebook/dp/B08F4FVT78/ref=sr_1_148?dchild=1&keywords=livre+recettes+minceur&qid=1618574880&sr=8-148
122,Méthode Montignac 50 desserts légers pour maigrir !,"['Broché 14,90€€']","3,6",7,https://www.amazon.fr//M%C3%A9thode-Montignac-desserts-l%C3%A9gers-maigrir/dp/2359344773/ref=sr_1_149?dchild=1&keywords=livre+recettes+minceur&qid=1618574880&sr=8-149
123,Le meilleur régime du monde: Le meilleur régime du monde : Dietary Approaches to Stop Hypertension,"['Format Kindle 12,99€€', 'Broché 18,00€€']","4,0",107,https://www.amazon.fr//DASH-meilleur-Dietary-Approaches-Hypertension/dp/B011QKRTIS/ref=sr_1_150?dchild=1&keywords=livre+recettes+minceur&qid=1618574880&sr=8-150
124,Le grand livre de la cuisine végétarienne Nouvelle édition: 175 recettes pour manger végétarien au quotidien,"['Format Kindle 15,99€€', 'Broché 22,50€€']","4,8",9,https://www.amazon.fr//Cuisine-Vegetarienne-Nouvelle-%C3%89dition/dp/2016279737/ref=sr_1_151?dchild=1&keywords=livre+recettes+minceur&qid=1618574880&sr=8-151
125,Recettes faciles pour tous les jours avec companion (Les petits Moulinex/Seb),"['Broché 9,95€€', 'Format Kindle 7,99€€']","4,5",627,https://www.amazon.fr//Recettes-faciles-companion-petits-Moulinex-ebook/dp/B07KT5DCJ2/ref=sr_1_152?dchild=1&keywords=livre+recettes+minceur&qid=1618574880&sr=8-152
126,Plats minceur pour soir de semaine - 100 recettes à devorer,"['Broché 6,69€€']","4,1",48,https://www.amazon.fr//Plats-minceur-pour-soir-semaine/dp/2263072438/ref=sr_1_153?dchild=1&keywords=livre+recettes+minceur&qid=1618574880&sr=8-153
127,Bowls Fait Maison repas minceur & équilibrés 80 fiches recettes à remplir: Livre de cuisine à compléter⎪fiches préformatées ⎪bouddha bowl bowlcake poke bowl⎪grande format,"['Broché 8,99€€']",None,None,https://www.amazon.fr//Maison-minceur-%C3%A9quilibr%C3%A9s-recettes-remplir/dp/B08NZ5V184/ref=sr_1_154?dchild=1&keywords=livre+recettes+minceur&qid=1618574880&sr=8-154
128,Mes Recettes Préférées : Cahier De Recettes Cuisine à Remplir: Livre De Recettes Personnalisé De Mes Recettes Délicieuses | Carnet De Recettes A ... |100 Fiches Recettes XXL à compléter.,"['Broché 3,99€€']","4,6",184,https://www.amazon.fr//Mes-Recettes-Pr%C3%A9f%C3%A9r%C3%A9es-Personnalis%C3%A9-D%C3%A9licieuses/dp/B088N62FS8/ref=sr_1_155?dchild=1&keywords=livre+recettes+minceur&qid=1618574880&sr=8-155
129,"L'almanach Cohen 2021 - mes conseils pour vivre en bonne santé toute l'année - recettes, aliments santé, mantras bien-être, astuces d'achat","['Broché 19,95€€']","4,5",37,https://www.amazon.fr//Lalmanach-Cohen-2021-conseils-bien-%C3%AAtre/dp/2412060088/ref=sr_1_156?dchild=1&keywords=livre+recettes+minceur&qid=1618574880&sr=8-156
130,Recettes minceur aux protéines,"['Relié 7,99€€', 'Format Kindle 3,99€€']","4,2",13,https://www.amazon.fr//Recettes-minceur-prot%C3%A9ines-Corinne-Jausserand/dp/2035859360/ref=sr_1_157?dchild=1&keywords=livre+recettes+minceur&qid=1618574880&sr=8-157
131,"Mon planificateur de menus: Organise, suis et planifie tes menus de la semaine : Un journal, carnet de bord, agenda et suivi alimentaire sur 52 ... de courses : Couverture de fruits 2292","['Broché 5,99€€']","4,4",318,https://www.amazon.fr//Mon-planificateur-menus-alimentaire-Couverture/dp/1700812297/ref=sr_1_158?dchild=1&keywords=livre+recettes+minceur&qid=1618574880&sr=8-158
132,Régime Keto pour débutants: Défi de 21 jours pour convertir votre corps en une machine à brûler les graisses pour vivre plus sainement + 75 Recettes Cétogènes Adaptées (Régime Cétogène),"['Format Kindle 3,99€€', 'Broché 7,99€€']","3,8",60,https://www.amazon.fr//R%C3%A9gime-Keto-pour-d%C3%A9butants-convertir/dp/1713287668/ref=sr_1_159?dchild=1&keywords=livre+recettes+minceur&qid=1618574880&sr=8-159
133,"Mes 100 recettes IG BAS - A compléter, cuisiner et savourer: Carnet, livre et cahier de cuisine à écrire, remplir & compléter soi-même I Noël I Idée ... et favoriser la perte de poid (amaigrissant)","['Broché 11,96€€']","3,5",5,https://www.amazon.fr//Mes-100-recettes-BAS-amaigrissant/dp/B08F65S89R/ref=sr_1_160?dchild=1&keywords=livre+recettes+minceur&qid=1618574880&sr=8-160
134,En 2H je cuisine light pour toute la semaine,"['Broché 19,95€€', 'Format Kindle 14,99€€']","4,3",936,https://www.amazon.fr//cuisine-light-pour-toute-semaine/dp/2017059757/ref=sr_1_161?dchild=1&keywords=livre+recettes+minceur&qid=1618574880&sr=8-161
135,Mes Recettes Minceur: Carnet Pré-rempli pour enregistrer vos 50 recettes de régime préféré,"['Broché 5,90€€']",None,None,https://www.amazon.fr//Mes-Recettes-Minceur-Pr%C3%A9-rempli-enregistrer/dp/B08X5ZFKCM/ref=sr_1_163?dchild=1&keywords=livre+recettes+minceur&qid=1618574880&sr=8-163
136,Je mange quoi... quand j'ai du cholestérol,"['Broché 12,28€€', 'Format Kindle 8,99€€']","4,2",71,https://www.amazon.fr//mange-quoi-quand-jai-cholest%C3%A9rol/dp/2754084827/ref=sr_1_164?dchild=1&keywords=livre+recettes+minceur&qid=1618574880&sr=8-164
137,Les soupes minceur,"['Broché 14,90€€']","3,5",2,https://www.amazon.fr//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A0556997VDYLSCU7TF07&url=%2Fsoupes-minceur-Philippe-Chavanne%2Fdp%2F2359345575%2Fref%3Dsr_1_165_sspa%3Fdchild%3D1%26keywords%3Dlivre%2Brecettes%2Bminceur%26qid%3D1618574880%26sr%3D8-165-spons%26psc%3D1&qualifier=1618574880&id=8842230190928776&widgetName=sp_mtf
